"Year","AV","iteration_id"
2018,"4",12195
2019,"5",12195
2020,"1",12195
2011,"0",12196
2012,"1",12196
2013,"0",12196
2014,"0",12196
2015,"14",12196
2016,"15",12196
2017,"11",12196
2018,"2",12196
2019,"0",12196
2020,"1",12196
2013,"3",12197
2014,"6",12197
2015,"4",12197
2016,"10",12197
2017,"8",12197
2018,"6",12197
2019,"8",12197
2020,"5",12197
2017,"4",12198
2018,"14",12198
2019,"5",12198
2012,"0",12199
2013,"0",12199
2014,"2",12199
2015,"7",12199
2016,"7",12199
2017,"6",12199
2018,"7",12199
2019,"7",12199
2020,"6",12199
2013,"5",12200
2014,"3",12200
2015,"6",12200
2016,"6",12200
2017,"5",12200
2018,"6",12200
2019,"7",12200
2020,"6",12200
2003,"3",12201
2004,"8",12201
2005,"7",12201
2006,"8",12201
2008,"8",12201
2009,"9",12201
2011,"8",12201
2012,"8",12201
2013,"8",12201
2014,"7",12201
2015,"4",12201
2016,"7",12201
2017,"6",12201
2018,"Missed season - Retired",12201
2019,"4",12201
2020,"1",12201
2017,"7",12202
2018,"14",12202
2019,"8",12202
2020,"7",12202
2013,"10",12203
2015,"2",12203
2016,"8",12203
2017,"7",12203
2018,"7",12203
2019,"2",12203
2009,"4",12204
2010,"1",12204
2011,"12",12204
2012,"9",12204
2013,"9",12204
2014,"9",12204
2015,"7",12204
2016,"11",12204
2017,"8",12204
2018,"3",12204
2017,"5",12205
2018,"5",12205
2019,"3",12205
2020,"1",12205
2010,"4",12206
2011,"5",12206
2012,"7",12206
2013,"4",12206
2014,"4",12206
2015,"2",12206
2016,"3",12206
2017,"2",12206
2018,"1",12206
2004,"1",12208
2005,"5",12208
2006,"7",12208
2007,"9",12208
2008,"10",12208
2009,"10",12208
2010,"12",12208
2012,"0",12208
2014,"12",12208
2015,"8",12208
2016,"10",12208
2017,"4",12208
2018,"7",12208
2019,"6",12208
2020,"3",12208
2013,"2",12209
2014,"4",12209
2015,"5",12209
2016,"7",12209
2017,"4",12209
2018,"2",12209
2019,"5",12209
2020,"7",12209
2017,"8",12210
2018,"3",12210
2019,"10",12210
2020,"5",12210
2010,"5",12211
2011,"7",12211
2012,"5",12211
2013,"12",12211
2014,"10",12211
2015,"2",12211
2016,"5",12211
2017,"8",12211
2018,"5",12211
2019,"12",12211
2020,"6",12211
2013,"1",12212
2014,"7",12212
2015,"3",12212
2016,"7",12212
2017,"6",12212
2018,"6",12212
2019,"7",12212
2020,"6",12212
2014,"9",12213
2015,"9",12213
2016,"7",12213
2017,"7",12213
2018,"8",12213
2019,"4",12213
2011,"1",12214
2012,"3",12214
2013,"6",12214
2014,"3",12214
2015,"7",12214
2016,"11",12214
2018,"2",12214
2019,"1",12214
2020,"3",12214
2010,"1",12215
2011,"2",12215
2012,"1",12215
2013,"5",12215
2014,"6",12215
2015,"5",12215
2016,"5",12215
2017,"6",12215
2018,"5",12215
2014,"9",12216
2015,"6",12216
2016,"6",12216
2017,"8",12216
2018,"7",12216
2019,"8",12216
2011,"9",12217
2012,"8",12217
2013,"5",12217
2014,"4",12217
2015,"3",12217
2016,"5",12217
2017,"6",12217
2018,"8",12217
2019,"5",12217
2020,"2",12217
2013,"1",12218
2014,"1",12218
2015,"1",12218
2016,"1",12218
2017,"1",12218
2018,"1",12218
2019,"1",12218
2020,"1",12218
2013,"3",12219
2014,"1",12219
2015,"3",12219
2016,"4",12219
2017,"5",12219
2018,"1",12219
2019,"0",12219
2020,"0",12219
2013,"5",12220
2014,"5",12220
2015,"5",12220
2016,"13",12220
2017,"4",12220
2019,"0",12220
2020,"0",12220
2012,"2",12222
2013,"2",12222
2014,"1",12222
2015,"4",12222
2016,"5",12222
2017,"5",12222
2018,"2",12222
2012,"3",12223
2013,"6",12223
2014,"8",12223
2015,"3",12223
2016,"5",12223
2017,"7",12223
2018,"6",12223
2019,"4",12223
2020,"8",12223
2015,"5",12225
2016,"8",12225
2017,"10",12225
2018,"10",12225
2019,"6",12225
2020,"8",12225
2012,"2",12226
2013,"-2",12226
2014,"4",12226
2015,"12",12226
2016,"15",12226
2017,"12",12226
2018,"12",12226
2019,"14",12226
2020,"14",12226
2008,"5",12227
2009,"6",12227
2010,"7",12227
2011,"6",12227
2012,"6",12227
2013,"5",12227
2014,"6",12227
2015,"6",12227
2016,"6",12227
2017,"6",12227
2018,"7",12227
2019,"4",12227
2020,"0",12227
2011,"0",12228
2012,"1",12228
2013,"3",12228
2014,"2",12228
2015,"2",12228
2016,"3",12228
2017,"7",12228
2018,"6",12228
2019,"6",12228
2020,"4",12228
2013,"2",12229
2014,"2",12229
2015,"4",12229
2016,"3",12229
2017,"6",12229
2018,"7",12229
2019,"2",12229
2020,"1",12229
2017,"7",12230
2018,"9",12230
2020,"9",12230
2012,"2",12231
2013,"8",12231
2014,"9",12231
2015,"8",12231
2017,"7",12231
2018,"8",12231
2019,"8",12231
2020,"5",12231
2014,"0",12232
2015,"1",12232
2016,"4",12232
2017,"1",12232
2013,"0",12233
2014,"2",12233
2015,"2",12233
2016,"2",12233
2017,"3",12233
2018,"3",12233
2019,"3",12233
2020,"2",12233
2008,"2",12234
2009,"1",12234
2010,"2",12234
2011,"1",12234
2012,"7",12234
2013,"7",12234
2014,"7",12234
2015,"4",12234
2016,"7",12234
2017,"3",12234
2012,"2",12235
2014,"3",12235
2018,"3",12235
2019,"3",12235
2020,"2",12235
2011,"4",12236
2012,"0",12236
2013,"2",12236
2014,"1",12236
2015,"0",12236
2016,"7",12236
2017,"3",12236
2018,"2",12236
2019,"0",12236
2017,"1",12237
2018,"6",12237
2019,"8",12237
2020,"6",12237
2014,"1",12238
2015,"2",12238
2016,"8",12238
2017,"13",12238
2018,"11",12238
2019,"5",12238
2020,"8",12238
2013,"0",12239
2014,"1",12239
2015,"1",12239
2016,"6",12239
2017,"6",12239
2018,"2",12239
2019,"4",12239
2020,"2",12239
2007,"6",12240
2008,"7",12240
2009,"5",12240
2010,"11",12240
2011,"7",12240
2012,"8",12240
2013,"6",12240
2014,"5",12240
2015,"8",12240
2016,"9",12240
2017,"9",12240
2018,"1",12240
2019,"6",12240
2013,"1",12241
2014,"3",12241
2016,"3",12241
2017,"3",12241
2012,"1",12242
2013,"1",12242
2014,"2",12242
2015,"1",12242
2016,"0",12242
2017,"2",12242
2018,"2",12242
2019,"1",12242
2013,"0",12243
2014,"3",12243
2015,"1",12243
2016,"2",12243
2017,"1",12243
2018,"0",12243
2009,"3",12244
2010,"3",12244
2011,"4",12244
2012,"6",12244
2013,"8",12244
2014,"7",12244
2015,"4",12244
2016,"4",12244
2017,"1",12244
2018,"6",12244
2017,"9",12245
2018,"16",12245
2020,"3",12245
2017,"0",12246
2018,"2",12246
2019,"3",12246
2020,"0",12246
2013,"7",12247
2014,"6",12247
2015,"5",12247
2016,"6",12247
2017,"6",12247
2018,"0",12247
2013,"2",12248
2014,"2",12248
2015,"3",12248
2016,"3",12248
2017,"3",12248
2018,"9",12248
2019,"5",12248
2020,"4",12248
2012,"2",12250
2013,"11",12250
2014,"7",12250
2015,"7",12250
2016,"4",12250
2017,"5",12250
2018,"5",12250
2019,"2",12250
2013,"3",12251
2014,"5",12251
2015,"7",12251
2016,"7",12251
2017,"5",12251
2018,"3",12251
2019,"0",12251
2020,"1",12251
2013,"1",12252
2014,"2",12252
2015,"1",12252
2016,"10",12252
2017,"8",12252
2018,"7",12252
2019,"1",12252
2020,"1",12252
2009,"1",12254
2010,"12",12254
2011,"7",12254
2013,"10",12254
2014,"10",12254
2015,"3",12254
2016,"10",12254
2017,"7",12254
2018,"5",12254
2019,"1",12254
2009,"4",12255
2010,"6",12255
2011,"4",12255
2012,"6",12255
2013,"7",12255
2014,"7",12255
2015,"9",12255
2016,"5",12255
2017,"7",12255
2010,"1",12256
2011,"2",12256
2012,"3",12256
2013,"6",12256
2014,"2",12256
2015,"4",12256
2016,"2",12256
2017,"6",12256
2018,"4",12256
2013,"4",12257
2014,"2",12257
2015,"1",12257
2016,"6",12257
2017,"2",12257
2018,"0",12257
2014,"0",12258
2015,"1",12258
2016,"3",12258
2017,"11",12258
2018,"1",12258
2019,"2",12258
2020,"5",12258
2009,"0",12259
2010,"0",12259
2012,"0",12259
2013,"2",12259
2014,"5",12259
2015,"6",12259
2016,"7",12259
2017,"6",12259
2013,"1",12260
2014,"3",12260
2015,"1",12260
2016,"4",12260
2017,"7",12260
2018,"4",12260
2019,"6",12260
2020,"2",12260
2015,"6",12261
2017,"8",12261
2018,"6",12261
2019,"4",12261
2020,"3",12261
2017,"9",12262
2018,"6",12262
2019,"7",12262
2020,"7",12262
2010,"1",12264
2012,"5",12264
2013,"5",12264
2014,"5",12264
2015,"6",12264
2016,"5",12264
2017,"8",12264
2018,"1",12264
2006,"2",12265
2007,"4",12265
2008,"3",12265
2009,"9",12265
2010,"7",12265
2011,"8",12265
2012,"5",12265
2013,"9",12265
2014,"2",12265
2015,"2",12265
2016,"5",12265
2017,"5",12265
2018,"3",12265
2019,"1",12265
2011,"8",12266
2012,"8",12266
2013,"7",12266
2014,"7",12266
2015,"4",12266
2016,"2",12266
2017,"4",12266
2018,"2",12266
2014,"3",12267
2015,"9",12267
2016,"7",12267
2017,"7",12267
2018,"5",12267
2019,"7",12267
2020,"8",12267
2011,"0",12269
2012,"0",12269
2013,"2",12269
2014,"3",12269
2015,"2",12269
2016,"2",12269
2017,"2",12269
2018,"2",12269
2019,"1",12269
2020,"1",12269
2017,"7",12270
2018,"16",12270
2019,"16",12270
2020,"16",12270
2008,"2",12271
2009,"1",12271
2010,"0",12271
2011,"1",12271
2012,"1",12271
2013,"4",12271
2014,"4",12271
2015,"6",12271
2016,"5",12271
2017,"1",12271
2013,"1",12273
2014,"1",12273
2015,"5",12273
2016,"4",12273
2017,"4",12273
2018,"2",12273
2019,"11",12273
2020,"8",12273
2017,"2",12274
2018,"6",12274
2019,"3",12274
2020,"6",12274
2013,"2",12275
2014,"5",12275
2015,"14",12275
2016,"7",12275
2017,"7",12275
2018,"8",12275
2019,"1",12275
2020,"1",12275
2009,"3",12276
2010,"5",12276
2011,"6",12276
2012,"7",12276
2013,"7",12276
2014,"12",12276
2015,"5",12276
2016,"5",12276
2017,"5",12276
2018,"6",12276
2013,"1",12277
2014,"1",12277
2015,"2",12277
2016,"2",12277
2017,"5",12277
2018,"7",12277
2019,"8",12277
2020,"6",12277
2017,"3",12278
2018,"3",12278
2019,"7",12278
2020,"5",12278
2006,"5",12279
2007,"9",12279
2008,"7",12279
2009,"8",12279
2010,"5",12279
2011,"5",12279
2012,"6",12279
2013,"7",12279
2014,"10",12279
2015,"2",12279
2016,"6",12279
2017,"4",12279
2018,"5",12279
2019,"6",12279
2017,"3",12280
2018,"5",12280
2019,"5",12280
2020,"1",12280
2011,"0",12281
2012,"0",12281
2013,"7",12281
2014,"5",12281
2015,"4",12281
2016,"2",12281
2017,"3",12281
2013,"8",12282
2015,"5",12282
2016,"15",12282
2018,"Missed season - Contract dispute",12282
2019,"5",12282
2020,"4",12282
2010,"7",12283
2011,"8",12283
2012,"3",12283
2013,"6",12283
2014,"2",12283
2016,"7",12283
2017,"5",12283
2018,"7",12283
2019,"5",12283
2020,"4",12283
2009,"1",12284
2010,"0",12284
2011,"0",12284
2012,"1",12284
2013,"1",12284
2014,"7",12284
2015,"7",12284
2016,"4",12284
2017,"2",12284
2018,"0",12284
2019,"1",12284
2020,"0",12284
2015,"4",12285
2016,"3",12285
2017,"4",12285
2018,"4",12285
2019,"4",12285
2020,"0",12285
2007,"2",12286
2008,"4",12286
2009,"7",12286
2010,"11",12286
2011,"10",12286
2012,"11",12286
2013,"8",12286
2014,"11",12286
2015,"9",12286
2016,"9",12286
2017,"6",12286
2013,"0",12287
2014,"2",12287
2015,"0",12287
2016,"3",12287
2017,"1",12287
2018,"2",12287
2019,"0",12287
2020,"0",12287
2014,"1",12288
2015,"5",12288
2016,"7",12288
2017,"7",12288
2018,"10",12288
2019,"7",12288
2020,"5",12288
2017,"3",12289
2018,"4",12289
2020,"9",12289
2017,"2",12291
2018,"7",12291
2019,"7",12291
2020,"10",12291
2007,"-1",12292
2008,"1",12292
2009,"4",12292
2010,"3",12292
2011,"2",12292
2012,"2",12292
2013,"5",12292
2014,"2",12292
2015,"4",12292
2016,"4",12292
2017,"4",12292
2018,"4",12292
2019,"4",12292
2020,"2",12292
2017,"6",12293
2018,"6",12293
2019,"3",12293
2020,"1",12293
2014,"1",12294
2015,"3",12294
2016,"4",12294
2017,"2",12294
2018,"3",12294
2019,"5",12294
2020,"4",12294
2010,"3",12295
2011,"3",12295
2012,"2",12295
2013,"2",12295
2014,"2",12295
2015,"2",12295
2016,"2",12295
2017,"3",12295
2018,"2",12295
2019,"2",12295
2020,"1",12295
2017,"3",12296
2018,"4",12296
2019,"4",12296
2020,"1",12296
2017,"6",12297
2018,"7",12297
2019,"6",12297
2020,"9",12297
2007,"7",12298
2008,"11",12298
2012,"1",12298
2013,"6",12298
2015,"11",12298
2016,"5",12298
2017,"1",12298
2007,"7",12299
2008,"11",12299
2012,"1",12299
2013,"6",12299
2015,"11",12299
2016,"5",12299
2017,"1",12299
2009,"4",12300
2010,"2",12300
2011,"1",12300
2012,"4",12300
2013,"9",12300
2014,"13",12300
2015,"7",12300
2016,"11",12300
2018,"9",12300
2019,"10",12300
2020,"4",12300
2009,"7",12301
2010,"9",12301
2011,"7",12301
2012,"6",12301
2014,"9",12301
2015,"11",12301
2016,"5",12301
2017,"4",12301
2012,"4",12302
2013,"11",12302
2014,"5",12302
2015,"3",12302
2016,"1",12302
2017,"2",12302
2018,"4",12302
2019,"2",12302
2020,"3",12302
2013,"1",12303
2014,"6",12303
2015,"6",12303
2016,"0",12303
2017,"0",12303
2018,"0",12303
2004,"6",12304
2005,"10",12304
2006,"8",12304
2007,"12",12304
2009,"9",12304
2010,"7",12304
2011,"10",12304
2012,"5",12304
2013,"7",12304
2014,"6",12304
2015,"11",12304
2016,"9",12304
2017,"8",12304
2018,"5",12304
2019,"7",12304
2020,"4",12304
2006,"3",12305
2007,"12",12305
2008,"11",12305
2009,"9",12305
2010,"6",12305
2011,"10",12305
2013,"12",12305
2014,"6",12305
2015,"13",12305
2016,"5",12305
2017,"1",12305
2018,"1",12305
2017,"6",12306
2018,"8",12306
2019,"5",12306
2020,"2",12306
2011,"3",12307
2012,"7",12307
2013,"6",12307
2014,"13",12307
2015,"15",12307
2017,"6",12307
2018,"10",12307
2019,"6",12307
2020,"3",12307
2017,"5",12308
2018,"5",12308
2019,"4",12308
2020,"5",12308
2009,"1",12309
2010,"4",12309
2011,"6",12309
2012,"4",12309
2013,"6",12309
2014,"5",12309
2015,"4",12309
2016,"4",12309
2017,"5",12309
2018,"7",12309
2019,"7",12309
2020,"4",12309
2008,"2",12310
2009,"2",12310
2010,"2",12310
2011,"4",12310
2012,"9",12310
2013,"5",12310
2014,"7",12310
2015,"6",12310
2016,"6",12310
2017,"8",12310
2018,"9",12310
2019,"2",12310
2017,"0",12311
2018,"5",12311
2019,"0",12311
2017,"5",12312
2018,"7",12312
2019,"4",12312
2020,"6",12312
2011,"0",12313
2012,"0",12313
2014,"0",12313
2016,"5",12313
2017,"1",12313
2005,"7",12314
2006,"6",12314
2007,"9",12314
2008,"5",12314
2009,"3",12314
2010,"9",12314
2012,"8",12314
2013,"11",12314
2014,"1",12314
2015,"13",12314
2016,"8",12314
2017,"6",12314
2018,"1",12314
2017,"2",12315
2018,"4",12315
2019,"6",12315
2020,"2",12315
2017,"6",12316
2018,"6",12316
2020,"11",12316
2017,"2",12317
2018,"3",12317
2019,"2",12317
2020,"1",12317
2006,"3",12318
2007,"12",12318
2008,"15",12318
2009,"10",12318
2010,"12",12318
2011,"7",12318
2012,"11",12318
2013,"9",12318
2014,"11",12318
2015,"11",12318
2016,"2",12318
2017,"6",12318
2010,"4",12319
2011,"2",12319
2012,"7",12319
2013,"7",12319
2014,"8",12319
2015,"5",12319
2016,"6",12319
2017,"6",12319
2019,"2",12319
2011,"1",12321
2012,"6",12321
2013,"6",12321
2014,"7",12321
2015,"7",12321
2016,"2",12321
2018,"0",12321
2013,"0",12322
2014,"0",12322
2015,"0",12322
2016,"3",12322
2017,"2",12322
2018,"1",12322
2019,"0",12322
2017,"2",12323
2018,"5",12323
2019,"0",12323
2020,"2",12323
2012,"3",12324
2013,"14",12324
2014,"9",12324
2015,"6",12324
2016,"5",12324
2017,"7",12324
2018,"6",12324
2019,"4",12324
2020,"1",12324
2017,"7",12325
2018,"11",12325
2017,"4",12326
2018,"2",12326
2015,"7",12327
2016,"8",12327
2017,"8",12327
2018,"8",12327
2020,"4",12327
2007,"7",12328
2008,"9",12328
2009,"4",12328
2010,"6",12328
2011,"10",12328
2013,"13",12328
2014,"13",12328
2015,"4",12328
2017,"7",12328
2018,"3",12328
2019,"0",12328
2004,"1",12329
2005,"2",12329
2006,"1",12329
2007,"8",12329
2008,"10",12329
2009,"15",12329
2010,"17",12329
2011,"8",12329
2012,"11",12329
2013,"3",12329
2014,"0",12329
2015,"1",12329
2016,"0",12329
2018,"0",12329
2019,"2",12329
2020,"0",12329
2010,"3",12330
2011,"6",12330
2012,"6",12330
2013,"7",12330
2014,"11",12330
2015,"5",12330
2016,"6",12330
2017,"5",12330
2018,"1",12330
2013,"6",12331
2014,"3",12331
2015,"2",12331
2016,"2",12331
2017,"5",12331
2018,"6",12331
2019,"2",12331
2020,"1",12331
2013,"1",12332
2014,"1",12332
2015,"2",12332
2016,"3",12332
2017,"1",12332
2018,"3",12332
2019,"2",12332
2020,"1",12332
2017,"9",12333
2018,"15",12333
2020,"14",12333
2008,"0",12335
2009,"1",12335
2010,"1",12335
2011,"3",12335
2012,"3",12335
2013,"4",12335
2014,"3",12335
2015,"5",12335
2016,"2",12335
2017,"5",12335
2018,"3",12335
2019,"3",12335
2020,"-1",12335
2009,"1",12336
2010,"10",12336
2011,"4",12336
2012,"7",12336
2013,"9",12336
2014,"1",12336
2015,"9",12336
2016,"1",12336
2017,"2",12336
2012,"0",12337
2013,"1",12337
2014,"1",12337
2015,"2",12337
2016,"5",12337
2017,"0",12337
2018,"5",12337
2019,"2",12337
2020,"4",12337
2011,"0",12338
2012,"0",12338
2013,"2",12338
2014,"3",12338
2015,"2",12338
2016,"2",12338
2017,"2",12338
2018,"2",12338
2019,"1",12338
2020,"1",12338
2014,"4",12339
2015,"2",12339
2017,"3",12339
2018,"5",12339
2007,"1",12340
2008,"0",12340
2009,"1",12340
2010,"3",12340
2011,"7",12340
2012,"8",12340
2013,"6",12340
2014,"1",12340
2015,"7",12340
2016,"9",12340
2017,"4",12340
2012,"0",12341
2013,"0",12341
2014,"1",12341
2015,"1",12341
2016,"1",12341
2017,"0",12341
2018,"0",12341
2019,"0",12341
2011,"3",12342
2012,"7",12342
2013,"4",12342
2014,"3",12342
2015,"1",12342
2016,"5",12342
2017,"2",12342
2018,"0",12342
2011,"8",12343
2012,"6",12343
2013,"5",12343
2014,"5",12343
2015,"8",12343
2016,"4",12343
2017,"6",12343
2018,"4",12343
2019,"2",12343
2020,"1",12343
2008,"10",12344
2010,"13",12344
2011,"9",12344
2012,"9",12344
2013,"9",12344
2014,"5",12344
2015,"6",12344
2016,"1",12344
2017,"1",12344
2006,"2",12345
2007,"6",12345
2008,"4",12345
2010,"Missed season - Injured (torn pectoral muscle)",12345
2011,"8",12345
2012,"10",12345
2013,"3",12345
2015,"9",12345
2016,"2",12345
2017,"1",12345
2008,"6",12346
2009,"9",12346
2010,"4",12346
2011,"9",12346
2012,"3",12346
2013,"2",12346
2014,"6",12346
2015,"10",12346
2016,"4",12346
2017,"5",12346
2018,"0",12346
2013,"2",12348
2014,"5",12348
2015,"7",12348
2016,"1",12348
2017,"5",12348
2013,"5",12349
2014,"7",12349
2015,"6",12349
2016,"6",12349
2017,"9",12349
2018,"1",12349
2013,"2",12350
2014,"1",12350
2015,"1",12350
2016,"1",12350
2017,"4",12350
2018,"1",12350
2019,"0",12350
2006,"2",12351
2007,"7",12351
2008,"7",12351
2009,"5",12351
2010,"7",12351
2011,"8",12351
2012,"8",12351
2013,"9",12351
2014,"7",12351
2015,"8",12351
2016,"8",12351
2017,"6",12351
2018,"7",12351
2019,"2",12351
2020,"2",12351
2007,"3",12352
2008,"2",12352
2009,"1",12352
2010,"3",12352
2011,"6",12352
2012,"7",12352
2013,"7",12352
2014,"8",12352
2015,"8",12352
2016,"8",12352
2017,"2",12352
2017,"2",12353
2018,"2",12353
2019,"6",12353
2020,"4",12353
2017,"8",12354
2018,"1",12354
2019,"6",12354
2020,"6",12354
2013,"0",12355
2014,"0",12355
2015,"3",12355
2016,"5",12355
2017,"6",12355
2018,"3",12355
2019,"4",12355
2020,"1",12355
2007,"12",12356
2010,"11",12356
2011,"8",12356
2013,"11",12356
2014,"1",12356
2016,"1",12356
2017,"4",12356
2018,"6",12356
2019,"6",12356
2020,"4",12356
2011,"1",12357
2012,"4",12357
2013,"7",12357
2014,"3",12357
2015,"4",12357
2016,"5",12357
2017,"5",12357
2018,"6",12357
2019,"6",12357
2017,"3",12360
2018,"5",12360
2019,"2",12360
2020,"2",12360
2005,"4",12361
2006,"7",12361
2007,"7",12361
2008,"8",12361
2009,"5",12361
2010,"Missed season - Injured (knee)",12361
2011,"1",12361
2012,"6",12361
2013,"10",12361
2014,"7",12361
2016,"11",12361
2017,"8",12361
2018,"5",12361
2019,"7",12361
2020,"1",12361
2012,"3",12362
2013,"4",12362
2014,"2",12362
2015,"0",12362
2016,"4",12362
2018,"3",12362
2019,"2",12362
2020,"3",12362
2017,"7",12364
2018,"2",12364
2019,"6",12364
2020,"6",12364
2017,"1",12365
2018,"5",12365
2019,"5",12365
2020,"8",12365
2013,"0",12366
2015,"2",12366
2016,"5",12366
2017,"4",12366
2018,"0",12366
2015,"1",12367
2016,"1",12367
2017,"1",12367
2018,"1",12367
2019,"1",12367
2020,"1",12367
2017,"4",12368
2018,"6",12368
2019,"15",12368
2020,"14",12368
2009,"3",12369
2010,"2",12369
2011,"9",12369
2012,"3",12369
2013,"7",12369
2014,"4",12369
2015,"5",12369
2016,"7",12369
2017,"2",12369
2014,"3",12370
2015,"4",12370
2016,"2",12370
2017,"2",12370
2018,"0",12370
2017,"0",12371
2018,"2",12371
2019,"3",12371
2020,"2",12371
2017,"3",12372
2018,"3",12372
2019,"3",12372
2020,"3",12372
2002,"0",12374
2003,"3",12374
2004,"7",12374
2005,"5",12374
2006,"0",12374
2007,"1",12374
2008,"0",12374
2009,"0",12374
2011,"2",12374
2012,"0",12374
2013,"8",12374
2014,"4",12374
2015,"5",12374
2016,"1",12374
2017,"9",12374
2018,"2",12374
2019,"0",12374
2009,"1",12375
2010,"3",12375
2011,"8",12375
2012,"6",12375
2013,"5",12375
2014,"6",12375
2015,"1",12375
2016,"5",12375
2017,"12",12375
2018,"5",12375
2019,"5",12375
2020,"4",12375
2010,"5",12376
2011,"8",12376
2012,"6",12376
2013,"6",12376
2014,"2",12376
2015,"5",12376
2016,"5",12376
2017,"6",12376
2018,"2",12376
2019,"3",12376
2020,"6",12376
2011,"0",12377
2012,"1",12377
2013,"7",12377
2015,"0",12377
2016,"6",12377
2017,"2",12377
2018,"2",12377
2013,"2",12378
2014,"0",12378
2015,"0",12378
2016,"4",12378
2017,"8",12378
2018,"3",12378
2019,"2",12378
2013,"1",12379
2014,"1",12379
2015,"1",12379
2016,"1",12379
2017,"1",12379
2018,"1",12379
2019,"1",12379
2020,"1",12379
2007,"1",12380
2008,"2",12380
2009,"2",12380
2010,"6",12380
2011,"1",12380
2012,"4",12380
2013,"1",12380
2014,"1",12380
2015,"1",12380
2016,"12",12380
2017,"8",12380
2018,"7",12380
2019,"6",12380
2017,"1",12381
2018,"0",12381
2019,"1",12381
2020,"1",12381
2013,"0",12382
2014,"1",12382
2015,"0",12382
2016,"2",12382
2017,"3",12382
2014,"1",12383
2015,"2",12383
2016,"7",12383
2017,"4",12383
2018,"2",12383
2019,"3",12383
2020,"1",12383
2017,"2",12384
2018,"2",12384
2019,"0",12384
2020,"0",12384
2014,"0",12385
2015,"0",12385
2016,"0",12385
2017,"0",12385
2015,"1",12386
2016,"2",12386
2017,"2",12386
2018,"3",12386
2019,"4",12386
2020,"2",12386
2010,"6",12387
2011,"2",12387
2012,"7",12387
2013,"2",12387
2014,"7",12387
2015,"6",12387
2016,"4",12387
2017,"3",12387
2018,"5",12387
2019,"1",12387
2017,"2",12388
2018,"1",12388
2019,"2",12388
2020,"3",12388
2010,"1",12389
2011,"7",12389
2012,"1",12389
2013,"4",12389
2014,"2",12389
2015,"7",12389
2016,"6",12389
2017,"1",12389
2013,"2",12390
2014,"7",12390
2015,"11",12390
2016,"2",12390
2017,"1",12390
2018,"0",12390
2017,"7",12391
2018,"11",12391
2019,"7",12391
2020,"3",12391
2017,"1",12392
2018,"1",12392
2019,"3",12392
2020,"1",12392
2005,"1",12393
2006,"0",12393
2007,"0",12393
2008,"17",12393
2009,"7",12393
2010,"13",12393
2011,"3",12393
2012,"2",12393
2013,"6",12393
2014,"1",12393
2015,"0",12393
2016,"1",12393
2017,"0",12393
2018,"0",12393
2017,"3",12394
2018,"4",12394
2012,"0",12395
2013,"3",12395
2014,"5",12395
2015,"2",12395
2016,"1",12395
2017,"1",12395
2018,"1",12395
2017,"7",12396
2018,"16",12396
2019,"16",12396
2020,"16",12396
2017,"1",12397
2018,"1",12397
2019,"2",12397
2020,"3",12397
2007,"6",12398
2008,"5",12398
2009,"18",12398
2010,"9",12398
2011,"9",12398
2012,"8",12398
2013,"7",12398
2014,"8",12398
2015,"10",12398
2016,"7",12398
2017,"3",12398
2011,"4",12399
2012,"6",12399
2013,"5",12399
2014,"4",12399
2015,"4",12399
2016,"5",12399
2017,"4",12399
2018,"1",12399
2011,"3",12400
2012,"1",12400
2013,"3",12400
2014,"2",12400
2015,"2",12400
2016,"3",12400
2017,"1",12400
2012,"5",12401
2013,"2",12401
2014,"1",12401
2015,"4",12401
2016,"3",12401
2017,"6",12401
2018,"6",12401
2019,"1",12401
2012,"7",12402
2013,"3",12402
2014,"3",12402
2015,"0",12402
2016,"1",12402
2017,"0",12402
2018,"1",12402
2019,"0",12402
2014,"1",12404
2015,"2",12404
2016,"5",12404
2017,"4",12404
2018,"1",12404
2019,"3",12404
2014,"1",12405
2015,"0",12405
2016,"5",12405
2017,"2",12405
2018,"3",12405
2019,"1",12405
2020,"2",12405
2017,"5",12406
2018,"1",12406
2008,"1",12408
2009,"5",12408
2010,"2",12408
2011,"2",12408
2012,"3",12408
2013,"2",12408
2014,"6",12408
2015,"6",12408
2016,"7",12408
2017,"1",12408
2018,"0",12408
2013,"1",12409
2014,"1",12409
2015,"1",12409
2016,"1",12409
2017,"3",12409
2018,"1",12409
2019,"0",12409
2017,"6",12411
2018,"5",12411
2019,"7",12411
2020,"8",12411
2017,"1",12412
2018,"0",12412
2008,"6",12413
2009,"3",12413
2010,"9",12413
2011,"7",12413
2012,"8",12413
2013,"7",12413
2014,"3",12413
2015,"3",12413
2016,"6",12413
2017,"3",12413
2018,"2",12413
2017,"5",12414
2018,"9",12414
2019,"8",12414
2020,"7",12414
2015,"1",12415
2016,"1",12415
2017,"1",12415
2018,"1",12415
2019,"1",12415
2020,"1",12415
2009,"1",12416
2010,"0",12416
2011,"0",12416
2012,"1",12416
2013,"1",12416
2014,"7",12416
2015,"7",12416
2016,"4",12416
2017,"2",12416
2018,"0",12416
2019,"1",12416
2020,"0",12416
2010,"1",12417
2011,"1",12417
2012,"1",12417
2013,"1",12417
2014,"1",12417
2015,"1",12417
2016,"1",12417
2017,"2",12417
2018,"1",12417
2017,"5",12418
2018,"3",12418
2019,"1",12418
2020,"7",12418
2010,"1",12419
2011,"1",12419
2012,"0",12419
